names,urls,paths,GT
OK_000015,https://assets.vogue.com/photos/5e5e9a0e68562900080d5fb1/master/pass/_FIO0961.jpg,../inputs/images/People_Yes_resized_640/OK_000471.jpg,OK
OK_000016,https://assets.vogue.com/photos/5e5e9a57a2259500099c61b2/master/pass/_FIO0972.jpg,../inputs/images/People_Yes_resized_640/OK_000459.jpg,OK
OK_000017,https://assets.vogue.com/photos/5e5e9a77784d2e000886cd63/master/pass/_FIO0980.jpg,../inputs/images/People_Yes_resized_640/OK_000458.jpg,OK
OK_000018,https://assets.vogue.com/photos/5e5e9a08b8b636000884c6d6/master/pass/_FIO0994.jpg,../inputs/images/People_Yes_resized_640/OK_000316.jpg,OK
OK_000019,https://assets.vogue.com/photos/5e5e9a67a407cc0008ac348d/master/pass/_FIO1005.jpg,../inputs/images/People_Yes_resized_640/OK_000470.jpg,OK
OK_000020,https://assets.vogue.com/photos/5e5e9a6c438d4b0008d975ff/master/pass/_FIO1016.jpg,../inputs/images/People_Yes_resized_640/OK_000464.jpg,OK
OK_000021,https://assets.vogue.com/photos/5e5e9a521a42f0000782ad00/master/pass/_FIO1024.jpg,../inputs/images/People_Yes_resized_640/OK_000302.jpg,OK
OK_000022,https://assets.vogue.com/photos/5e5e9ae77db7540009e225f5/master/pass/_FIO1037.jpg,../inputs/images/People_Yes_resized_640/OK_000128.jpg,OK
OK_000023,https://assets.vogue.com/photos/5e5e9a9ad2c91d0008192791/master/pass/_FIO1045.jpg,../inputs/images/People_Yes_resized_640/OK_000114.jpg,OK
OK_000024,https://assets.vogue.com/photos/5e5e9a1900d2e500090a9f78/master/pass/_FIO1053.jpg,../inputs/images/People_Yes_resized_640/OK_000100.jpg,OK
OK_000025,https://assets.vogue.com/photos/5e5e9a32910c770008a11cdf/master/pass/_FIO1063.jpg,../inputs/images/People_Yes_resized_640/OK_000048.jpg,OK
OK_000026,https://assets.vogue.com/photos/5e5e9aba42d25f000813b1e5/master/pass/_FIO1074.jpg,../inputs/images/People_Yes_resized_640/OK_000060.jpg,OK
OK_000027,https://assets.vogue.com/photos/5e5e9a88b8b636000884c6db/master/pass/_FIO1083.jpg,../inputs/images/People_Yes_resized_640/OK_000074.jpg,OK
OK_000028,https://assets.vogue.com/photos/5e5e9a41a173d70008c051d6/master/pass/_FIO1099.jpg,../inputs/images/People_Yes_resized_640/OK_000289.jpg,OK
OK_000029,https://assets.vogue.com/photos/5e5e9a72a173d70008c051d8/master/pass/_FIO1114.jpg,../inputs/images/People_Yes_resized_640/OK_000538.jpg,OK
OK_000030,https://assets.vogue.com/photos/5e5e9a37f78aa00008185cbb/master/pass/_FIO1125.jpg,../inputs/images/People_Yes_resized_640/OK_000262.jpg,OK
OK_000031,https://assets.vogue.com/photos/5e5e9a5c7db7540009e225f3/master/pass/_FIO1140.jpg,../inputs/images/People_Yes_resized_640/OK_000504.jpg,OK
OK_000032,https://assets.vogue.com/photos/5e5e9a7e68562900080d5fb5/master/pass/_FIO1148.jpg,../inputs/images/People_Yes_resized_640/OK_000510.jpg,OK
OK_000033,https://assets.vogue.com/photos/5e5e9ae1910c770008a11ce1/master/pass/_FIO1156.jpg,../inputs/images/People_Yes_resized_640/OK_000276.jpg,OK
OK_000034,https://assets.vogue.com/photos/5e5e9a952911460008af431b/master/pass/_FIO1166.jpg,../inputs/images/People_Yes_resized_640/OK_000506.jpg,OK
OK_000035,https://assets.vogue.com/photos/5e5e9b17252d27000921db7a/master/pass/_FIO1179.jpg,../inputs/images/People_Yes_resized_640/OK_000260.jpg,OK
OK_000036,https://assets.vogue.com/photos/5e5e9aa5252d27000921db76/master/pass/_FIO1191.jpg,../inputs/images/People_Yes_resized_640/OK_000274.jpg,OK
OK_000037,https://assets.vogue.com/photos/5e5e9ab026d43b0008af1fda/master/pass/_FIO1202.jpg,../inputs/images/People_Yes_resized_640/OK_000512.jpg,OK
OK_000038,https://assets.vogue.com/photos/5e5e9ad6f78aa00008185cbf/master/pass/_FIO1210.jpg,../inputs/images/People_Yes_resized_640/OK_000248.jpg,OK
OK_000039,https://assets.vogue.com/photos/5e5e9a9fa082af000849cb3e/master/pass/_FIO1218.jpg,../inputs/images/People_Yes_resized_640/OK_000062.jpg,OK
OK_000040,https://assets.vogue.com/photos/5e5e9a8f6987b30008973cc4/master/pass/_FIO1232.jpg,../inputs/images/People_Yes_resized_640/OK_000076.jpg,OK
OK_000041,https://assets.vogue.com/photos/5e5e9ab5438d4b0008d97601/master/pass/_FIO1243.jpg,../inputs/images/People_Yes_resized_640/OK_000089.jpg,OK
OK_000042,https://assets.vogue.com/photos/5e5e9aca72d88b0008b7d819/master/pass/_FIO1255.jpg,../inputs/images/People_Yes_resized_640/OK_000116.jpg,OK
OK_000043,https://assets.vogue.com/photos/5e5e9b1de8f16c0008b4c221/master/pass/_FIO1265.jpg,../inputs/images/People_Yes_resized_640/OK_000102.jpg,OK
OK_000044,https://assets.vogue.com/photos/5e5e9b246987b30008973ccb/master/pass/_FIO1278.jpg,../inputs/images/People_Yes_resized_640/OK_000472.jpg,OK
OK_000045,https://assets.vogue.com/photos/5e5e9afac667970009717f7d/master/pass/_FIO1286.jpg,../inputs/images/People_Yes_resized_640/OK_000314.jpg,OK
OK_000046,https://assets.vogue.com/photos/5e5e9aeda407cc0008ac3490/master/pass/_FIO1300.jpg,../inputs/images/People_Yes_resized_640/OK_000300.jpg,OK
OK_000047,https://assets.vogue.com/photos/5e5e9ad06987b30008973cc6/master/pass/_FIO1314.jpg,../inputs/images/People_Yes_resized_640/OK_000466.jpg,OK
OK_000048,https://assets.vogue.com/photos/5e5e9af3997c8b0009f0f902/master/pass/_FIO1321.jpg,../inputs/images/People_Yes_resized_640/OK_000328.jpg,OK
OK_000049,https://assets.vogue.com/photos/5e5e9b2a72d88b0008b7d81e/master/pass/_FIO1330.jpg,../inputs/images/People_Yes_resized_640/OK_000499.jpg,OK
OK_000050,https://assets.vogue.com/photos/5e5e9a4cf78aa00008185cbd/master/pass/_FIO1337.jpg,../inputs/images/People_Yes_resized_640/OK_000498.jpg,OK
OK_000051,https://assets.vogue.com/photos/5e5e9abf42d25f000813b1e7/master/pass/_FIO1348.jpg,../inputs/images/People_Yes_resized_640/OK_000329.jpg,OK
OK_000052,https://assets.vogue.com/photos/5e5e9b376987b30008973ccd/master/pass/_FIO1358.jpg,../inputs/images/People_Yes_resized_640/OK_000301.jpg,OK
OK_000053,https://assets.vogue.com/photos/5e5e63b49b64010008dfe65d/master/pass/_FIO0059.jpg,../inputs/images/People_Yes_resized_640/OK_000467.jpg,OK
OK_000054,https://assets.vogue.com/photos/5e5e63f3e8f16c0008b4c1e3/master/pass/_FIO0071.jpg,../inputs/images/People_Yes_resized_640/OK_000473.jpg,OK
OK_000055,https://assets.vogue.com/photos/5e5e63fa57f2e50008b00dbf/master/pass/_FIO0087.jpg,../inputs/images/People_Yes_resized_640/OK_000315.jpg,OK
OK_000056,https://assets.vogue.com/photos/5e5e645500d2e500090a9f35/master/pass/_FIO0101.jpg,../inputs/images/People_Yes_resized_640/OK_000103.jpg,OK
OK_000057,https://assets.vogue.com/photos/5e5e6460a2259500099c6176/master/pass/_FIO0109.jpg,../inputs/images/People_Yes_resized_640/OK_000117.jpg,OK
OK_000058,https://assets.vogue.com/photos/5e5e647742d25f000813b198/master/pass/_FIO0118.jpg,../inputs/images/People_Yes_resized_640/OK_000088.jpg,OK
OK_000059,https://assets.vogue.com/photos/5e5e646c9b64010008dfe65f/master/pass/_FIO0132.jpg,../inputs/images/People_Yes_resized_640/OK_000077.jpg,OK
OK_000060,https://assets.vogue.com/photos/5e5e645af78aa00008185c7b/master/pass/_FIO0141.jpg,../inputs/images/People_Yes_resized_640/OK_000063.jpg,OK
OK_000061,https://assets.vogue.com/photos/5e5e647257f2e50008b00dc1/master/pass/_FIO0153.jpg,../inputs/images/People_Yes_resized_640/OK_000249.jpg,OK
OK_000062,https://assets.vogue.com/photos/5e5e6466e8f16c0008b4c1e5/master/pass/_FIO0162.jpg,../inputs/images/People_Yes_resized_640/OK_000275.jpg,OK
OK_000063,https://assets.vogue.com/photos/5e5e64c2b8ef19000880e88f/master/pass/_FIO0176.jpg,../inputs/images/People_Yes_resized_640/OK_000513.jpg,OK
OK_000064,https://assets.vogue.com/photos/5e5e64c8fbd34e000882db24/master/pass/_FIO0187.jpg,../inputs/images/People_Yes_resized_640/OK_000507.jpg,OK
OK_000065,https://assets.vogue.com/photos/5e5e64d3784d2e000886cd0c/master/pass/_FIO0198.jpg,../inputs/images/People_Yes_resized_640/OK_000261.jpg,OK
OK_000066,https://assets.vogue.com/photos/5e5e64e0fd37d00008adda90/master/pass/_FIO0214.jpg,../inputs/images/People_Yes_resized_640/OK_000259.jpg,OK
OK_000067,https://assets.vogue.com/photos/5e5e64ce438d4b0008d975b1/master/pass/_FIO0225.jpg,../inputs/images/People_Yes_resized_640/OK_000265.jpg,OK
OK_000068,https://assets.vogue.com/photos/5e5e64d9d2c91d0008192751/master/pass/_FIO0236.jpg,../inputs/images/People_Yes_resized_640/OK_000503.jpg,OK
OK_000069,https://assets.vogue.com/photos/5e5e64e693054600081a1440/master/pass/_FIO0248.jpg,../inputs/images/People_Yes_resized_640/OK_000517.jpg,OK
OK_000070,https://assets.vogue.com/photos/5e5e64ecd8ece6000890c380/master/pass/_FIO0259.jpg,../inputs/images/People_Yes_resized_640/OK_000271.jpg,OK
OK_000071,https://assets.vogue.com/photos/5e5e64f2fbd34e000882db27/master/pass/_FIO0268.jpg,../inputs/images/People_Yes_resized_640/OK_000067.jpg,OK
OK_000072,https://assets.vogue.com/photos/5e5e650f00d2e500090a9f37/master/pass/_FIO0280.jpg,../inputs/images/People_Yes_resized_640/OK_000073.jpg,OK
OK_000073,https://assets.vogue.com/photos/5e5e6514fd37d00008adda92/master/pass/_FIO0290.jpg,../inputs/images/People_Yes_resized_640/OK_000098.jpg,OK
OK_000074,https://assets.vogue.com/photos/5e5e65b7b8b636000884c67f/master/pass/_FIO0300.jpg,../inputs/images/People_Yes_resized_640/OK_000113.jpg,OK
OK_000075,https://assets.vogue.com/photos/5e5e65bd1a42f0000782acc5/master/pass/_FIO0308.jpg,../inputs/images/People_Yes_resized_640/OK_000107.jpg,OK
OK_000076,https://assets.vogue.com/photos/5e5e65c9d2c91d0008192753/master/pass/_FIO0320.jpg,../inputs/images/People_Yes_resized_640/OK_000339.jpg,OK
OK_000077,https://assets.vogue.com/photos/5e5e65c31a42f0000782acc7/master/pass/_FIO0332.jpg,../inputs/images/People_Yes_resized_640/OK_000311.jpg,OK
OK_000078,https://assets.vogue.com/photos/5e5e65d5438d4b0008d975b3/master/pass/_FIO0341.jpg,../inputs/images/People_Yes_resized_640/OK_000477.jpg,OK
OK_000079,https://assets.vogue.com/photos/5e5e65cfd8ece6000890c382/master/pass/_FIO0349.jpg,../inputs/images/People_Yes_resized_640/OK_000463.jpg,OK
OK_000080,https://assets.vogue.com/photos/5e5e65dc9b64010008dfe663/master/pass/_FIO0360.jpg,../inputs/images/People_Yes_resized_640/OK_000305.jpg,OK
OK_000081,https://assets.vogue.com/photos/5e5e662ba2259500099c617a/master/pass/_FIO0374.jpg,../inputs/images/People_Yes_resized_640/OK_000488.jpg,OK
OK_000082,https://assets.vogue.com/photos/5e5e66339e16230008101f82/master/pass/_FIO0378.jpg,../inputs/images/People_Yes_resized_640/OK_000489.jpg,OK
OK_000083,https://assets.vogue.com/photos/5e5e66385660320008e6cada/master/pass/_FIO0388.jpg,../inputs/images/People_Yes_resized_640/OK_000462.jpg,OK
OK_000084,https://assets.vogue.com/photos/5e5e6658910c770008a11c91/master/pass/_FIO0398.jpg,../inputs/images/People_Yes_resized_640/OK_000304.jpg,OK
OK_000085,https://assets.vogue.com/photos/5e5e663fcabae60009845ec6/master/pass/_FIO0409.jpg,../inputs/images/People_Yes_resized_640/OK_000310.jpg,OK
OK_000086,https://assets.vogue.com/photos/5e5e665226d43b0008af1f99/master/pass/_FIO0417.jpg,../inputs/images/People_Yes_resized_640/OK_000476.jpg,OK
OK_000087,https://assets.vogue.com/photos/5e5e664b252d27000921db2a/master/pass/_FIO0427.jpg,../inputs/images/People_Yes_resized_640/OK_000338.jpg,OK
OK_000088,https://assets.vogue.com/photos/5e5e664557f2e50008b00dc4/master/pass/_FIO0438.jpg,../inputs/images/People_Yes_resized_640/OK_000106.jpg,OK
OK_000089,https://assets.vogue.com/photos/5e5e66899e16230008101f84/master/pass/_FIO0448.jpg,../inputs/images/People_Yes_resized_640/OK_000112.jpg,OK
OK_000090,https://assets.vogue.com/photos/5e5e66e25660320008e6cadc/master/pass/_FIO0465.jpg,../inputs/images/People_Yes_resized_640/OK_000099.jpg,OK
OK_000091,https://assets.vogue.com/photos/5e5e66e85660320008e6cade/master/pass/_FIO0470.jpg,../inputs/images/People_Yes_resized_640/OK_000072.jpg,OK
OK_000092,https://assets.vogue.com/photos/5e5e66f5e8f16c0008b4c1e8/master/pass/_FIO0481.jpg,../inputs/images/People_Yes_resized_640/OK_000066.jpg,OK
OK_000093,https://assets.vogue.com/photos/5e5e66ef42d25f000813b19c/master/pass/_FIO0484.jpg,../inputs/images/People_Yes_resized_640/OK_000516.jpg,OK
OK_000094,https://assets.vogue.com/photos/5e5e67c342d25f000813b19e/master/pass/_FIO0492.jpg,../inputs/images/People_Yes_resized_640/OK_000270.jpg,OK
OK_000095,https://assets.vogue.com/photos/5e5e67b7d8ece6000890c384/master/pass/_FIO0500.jpg,../inputs/images/People_Yes_resized_640/OK_000264.jpg,OK
OK_000096,https://assets.vogue.com/photos/5e5e67e0910c770008a11c94/master/pass/_FIO0510.jpg,../inputs/images/People_Yes_resized_640/OK_000502.jpg,OK
OK_000097,https://assets.vogue.com/photos/5e5e67bd252d27000921db2c/master/pass/_FIO0520.jpg,../inputs/images/People_Yes_resized_640/OK_000258.jpg,OK
OK_000098,https://assets.vogue.com/photos/5e5e67cb5995600008a91024/master/pass/_FIO0529.jpg,../inputs/images/People_Yes_resized_640/OK_000528.jpg,OK
OK_000099,https://assets.vogue.com/photos/5e5e67da5995600008a91026/master/pass/_FIO0536.jpg,../inputs/images/People_Yes_resized_640/OK_000272.jpg,OK
OK_000100,https://assets.vogue.com/photos/5e5e67e8413ccb00089d77e2/master/pass/_FIO0544.jpg,../inputs/images/People_Yes_resized_640/OK_000514.jpg,OK
OK_000101,https://assets.vogue.com/photos/5e5e67ef00d2e500090a9f39/master/pass/_FIO0552.jpg,../inputs/images/People_Yes_resized_640/OK_000500.jpg,OK
OK_000102,https://assets.vogue.com/photos/5e5e67f526d43b0008af1f9b/master/pass/_FIO0561.jpg,../inputs/images/People_Yes_resized_640/OK_000266.jpg,OK
OK_000103,https://assets.vogue.com/photos/5e5e67fcd2c91d0008192756/master/pass/_FIO0571.jpg,../inputs/images/People_Yes_resized_640/OK_000299.jpg,OK
OK_000104,https://assets.vogue.com/photos/5e5e67d3f78aa00008185c7d/master/pass/_FIO0584.jpg,../inputs/images/People_Yes_resized_640/OK_000058.jpg,OK
OK_000105,https://assets.vogue.com/photos/5e5e6898ae4afa00088c301f/master/pass/_FIO0589.jpg,../inputs/images/People_Yes_resized_640/OK_000070.jpg,OK
OK_000106,https://assets.vogue.com/photos/5e5e68ad2a55b60008844f51/master/pass/_FIO0601.jpg,../inputs/images/People_Yes_resized_640/OK_000064.jpg,OK
OK_000107,https://assets.vogue.com/photos/5e5e68a093054600081a1443/master/pass/_FIO0611.jpg,../inputs/images/People_Yes_resized_640/OK_000138.jpg,OK
OK_000108,https://assets.vogue.com/photos/5e5e68c10c22cf00080ae68f/master/pass/_FIO0616.jpg,../inputs/images/People_Yes_resized_640/OK_000104.jpg,OK
OK_000109,https://assets.vogue.com/photos/5e5e68d0dc8ed300087e8aec/master/pass/_FIO0629.jpg,../inputs/images/People_Yes_resized_640/OK_000110.jpg,OK
OK_000110,https://assets.vogue.com/photos/5e5e68c842d25f000813b1a2/master/pass/_FIO0636.jpg,../inputs/images/People_Yes_resized_640/OK_000448.jpg,OK
OK_000111,https://assets.vogue.com/photos/5e5e68a65660320008e6cae1/master/pass/_FIO0647.jpg,../inputs/images/People_Yes_resized_640/OK_000306.jpg,OK
OK_000112,https://assets.vogue.com/photos/5e5e68dd5660320008e6cae3/master/pass/_FIO0656.jpg,../inputs/images/People_Yes_resized_640/OK_000460.jpg,OK
OK_000113,https://assets.vogue.com/photos/5e5e68d69b64010008dfe666/master/pass/_FIO0664.jpg,../inputs/images/People_Yes_resized_640/OK_000474.jpg,OK
OK_000114,https://assets.vogue.com/photos/5e5e68b4fbd34e000882db2a/master/pass/_FIO0673.jpg,../inputs/images/People_Yes_resized_640/OK_000312.jpg,OK
OK_000115,https://assets.vogue.com/photos/5e5e68ecd8ece6000890c387/master/pass/_FIO0683.jpg,../inputs/images/People_Yes_resized_640/OK_000475.jpg,OK
OK_000116,https://assets.vogue.com/photos/5e5e68bad2c91d0008192759/master/pass/_FIO0694.jpg,../inputs/images/People_Yes_resized_640/OK_000313.jpg,OK
OK_000117,https://assets.vogue.com/photos/5e5e68e40c22cf00080ae691/master/pass/_FIO0705.jpg,../inputs/images/People_Yes_resized_640/OK_000307.jpg,OK
OK_000118,https://assets.vogue.com/photos/5e5e68f426d43b0008af1f9d/master/pass/_FIO0721.jpg,../inputs/images/People_Yes_resized_640/OK_000461.jpg,OK
OK_000119,https://assets.vogue.com/photos/5e5e691aa2259500099c617f/master/pass/_FIO0800.jpg,../inputs/images/People_Yes_resized_640/OK_000449.jpg,OK
OK_000120,https://assets.vogue.com/photos/5e5e99d37f5dd500083ed07d/master/pass/IS5_0034.jpg,../inputs/images/People_Yes_resized_640/OK_000111.jpg,OK
OK_000121,https://assets.vogue.com/photos/5e5e9b105995600008a91077/master/pass/IS5_0047.jpg,../inputs/images/People_Yes_resized_640/OK_000105.jpg,OK
OK_000122,https://assets.vogue.com/photos/5e5e9aaad2c91d0008192793/master/pass/IS5_0071.jpg,../inputs/images/People_Yes_resized_640/OK_000139.jpg,OK
OK_000123,https://assets.vogue.com/photos/5e5e9aff6987b30008973cc9/master/pass/IS5_0081.jpg,../inputs/images/People_Yes_resized_640/OK_000065.jpg,OK
OK_000124,https://assets.vogue.com/photos/5e5e9ac41a42f0000782ad02/master/pass/IS5_0101.jpg,../inputs/images/People_Yes_resized_640/OK_000071.jpg,OK
OK_000125,https://assets.vogue.com/photos/5e5e9adc91e0e400092a11cd/master/pass/IS5_0115.jpg,../inputs/images/People_Yes_resized_640/OK_000059.jpg,OK
OK_000126,https://assets.vogue.com/photos/5e5e9b05252d27000921db78/master/pass/IS5_0132.jpg,../inputs/images/People_Yes_resized_640/OK_000298.jpg,OK
OK_000127,https://assets.vogue.com/photos/5e5e9b3e7f5dd500083ed083/master/pass/IS5_0150.jpg,../inputs/images/People_Yes_resized_640/OK_000501.jpg,OK
OK_000128,https://assets.vogue.com/photos/5e5e9b0a9b64010008dfe6a3/master/pass/IS5_0169.jpg,../inputs/images/People_Yes_resized_640/OK_000267.jpg,OK
OK_000129,https://assets.vogue.com/photos/5e5e9b469e16230008101fd6/master/pass/IS5_0190.jpg,../inputs/images/People_Yes_resized_640/OK_000273.jpg,OK
OK_000130,https://assets.vogue.com/photos/5e5e9b3172d88b0008b7d820/master/pass/IS5_0209.jpg,../inputs/images/People_Yes_resized_640/OK_000515.jpg,OK
OK_000131,https://assets.vogue.com/photos/5e5e9b4c68562900080d5fb8/master/pass/IS5_0228.jpg,../inputs/images/People_Yes_resized_640/OK_000529.jpg,OK
OK_000132,https://assets.vogue.com/photos/5e5e9b7602f19a0008e35859/master/pass/IS5_0244.jpg,../inputs/images/People_Yes_resized_640/OK_000214.jpg,OK
OK_000133,https://assets.vogue.com/photos/5e5e9b6ff78aa00008185cc9/master/pass/IS5_0261.jpg,../inputs/images/People_Yes_resized_640/OK_000572.jpg,OK
OK_000134,https://assets.vogue.com/photos/5e5e9b6ac667970009717f87/master/pass/IS5_0282.jpg,../inputs/images/People_Yes_resized_640/OK_000566.jpg,OK
OK_000135,https://assets.vogue.com/photos/5e5e9be1997c8b0009f0f90a/master/pass/IS5_0298.jpg,../inputs/images/People_Yes_resized_640/OK_000200.jpg,OK
OK_000136,https://assets.vogue.com/photos/5e5e9be8a407cc0008ac3499/master/pass/IS5_0316.jpg,../inputs/images/People_Yes_resized_640/OK_000228.jpg,OK
OK_000137,https://assets.vogue.com/photos/5e5e9bf5f78aa00008185ccc/master/pass/IS5_0337.jpg,../inputs/images/People_Yes_resized_640/OK_000016.jpg,OK
OK_000138,https://assets.vogue.com/photos/5e5e9bee2911460008af4328/master/pass/IS5_0356.jpg,../inputs/images/People_Yes_resized_640/OK_000002.jpg,OK
OK_000139,https://assets.vogue.com/photos/5e5e9d1500d2e500090a9f81/master/pass/IS5_0374.jpg,../inputs/images/People_Yes_resized_640/OK_000162.jpg,OK
OK_000140,https://assets.vogue.com/photos/5e5e9d089b64010008dfe6b1/master/pass/IS5_0395.jpg,../inputs/images/People_Yes_resized_640/OK_000176.jpg,OK
OK_000141,https://assets.vogue.com/photos/5e5e9d0e910c770008a11ced/master/pass/IS5_0409.jpg,../inputs/images/People_Yes_resized_640/OK_000189.jpg,OK
OK_000142,https://assets.vogue.com/photos/5e5e9d1a7f5dd500083ed08d/master/pass/IS5_0427.jpg,../inputs/images/People_Yes_resized_640/OK_000360.jpg,OK
OK_000143,https://assets.vogue.com/photos/5e5e9d2142d25f000813b1f3/master/pass/IS5_0450.jpg,../inputs/images/People_Yes_resized_640/OK_000406.jpg,OK
OK_000144,https://assets.vogue.com/photos/5e5e9db52911460008af432e/master/pass/IS5_0463.jpg,../inputs/images/People_Yes_resized_640/OK_000412.jpg,OK
OK_000145,https://assets.vogue.com/photos/5e5e9daf9e16230008101fe4/master/pass/IS5_0482.jpg,../inputs/images/People_Yes_resized_640/OK_000374.jpg,OK
OK_000146,https://assets.vogue.com/photos/5e5e9dc75660320008e6cb30/master/pass/IS5_0504.jpg,../inputs/images/People_Yes_resized_640/OK_000348.jpg,OK
OK_000147,https://assets.vogue.com/photos/5e5e9dbb26d43b0008af1ff5/master/pass/IS5_0522.jpg,../inputs/images/People_Yes_resized_640/OK_000349.jpg,OK
OK_000148,https://assets.vogue.com/photos/5e5e9dc026d43b0008af1ff7/master/pass/IS5_0539.jpg,../inputs/images/People_Yes_resized_640/OK_000413.jpg,OK
OK_000149,https://assets.vogue.com/photos/5e5e9e29910c770008a11cf2/master/pass/IS5_0560.jpg,../inputs/images/People_Yes_resized_640/OK_000375.jpg,OK
OK_000150,https://assets.vogue.com/photos/5e5e9e1d26d43b0008af1ff9/master/pass/IS5_0577.jpg,../inputs/images/People_Yes_resized_640/OK_000361.jpg,OK
OK_000151,https://assets.vogue.com/photos/5e5e9e2fa407cc0008ac34a1/master/pass/IS5_0598.jpg,../inputs/images/People_Yes_resized_640/OK_000407.jpg,OK
OK_000152,https://assets.vogue.com/photos/5e5e9e237db7540009e225fc/master/pass/IS5_0613.jpg,../inputs/images/People_Yes_resized_640/OK_000188.jpg,OK
OK_000153,https://assets.vogue.com/photos/5e5e9e9c5660320008e6cb34/master/pass/IS5_0631.jpg,../inputs/images/People_Yes_resized_640/OK_000177.jpg,OK
OK_000154,https://assets.vogue.com/photos/5e5e9e8902f19a0008e3585f/master/pass/IS5_0647.jpg,../inputs/images/People_Yes_resized_640/OK_000163.jpg,OK
OK_000155,https://assets.vogue.com/photos/5e5e9e96910c770008a11cf6/master/pass/IS5_0665.jpg,../inputs/images/People_Yes_resized_640/OK_000003.jpg,OK
OK_000156,https://assets.vogue.com/photos/5e5e9e8f7f5dd500083ed093/master/pass/IS5_0683.jpg,../inputs/images/People_Yes_resized_640/OK_000017.jpg,OK
OK_000157,https://assets.vogue.com/photos/5e5e9f6b438d4b0008d97611/master/pass/IS5_0700.jpg,../inputs/images/People_Yes_resized_640/OK_000229.jpg,OK
OK_000158,https://assets.vogue.com/photos/5e5e9f72e8f16c0008b4c234/master/pass/IS5_0719.jpg,../inputs/images/People_Yes_resized_640/OK_000567.jpg,OK
OK_000159,https://assets.vogue.com/photos/5e5e9f521a42f0000782ad17/master/pass/IS5_0734.jpg,../inputs/images/People_Yes_resized_640/OK_000201.jpg,OK
OK_000160,https://assets.vogue.com/photos/5e5e9f78438d4b0008d97613/master/pass/IS5_0755.jpg,../inputs/images/People_Yes_resized_640/OK_000215.jpg,OK
OK_000161,https://assets.vogue.com/photos/5e5e9f5857f2e50008b00e43/master/pass/IS5_0769.jpg,../inputs/images/People_Yes_resized_640/OK_000573.jpg,OK
OK_000162,https://assets.vogue.com/photos/5e5e9f64a2259500099c61c5/master/pass/IS5_0786.jpg,../inputs/images/People_Yes_resized_640/OK_000203.jpg,OK
OK_000163,https://assets.vogue.com/photos/5e5e9f5e26d43b0008af1ffb/master/pass/IS5_0807.jpg,../inputs/images/People_Yes_resized_640/OK_000565.jpg,OK
OK_000164,https://assets.vogue.com/photos/5e5e9ff1784d2e000886cd6f/master/pass/IS5_0824.jpg,../inputs/images/People_Yes_resized_640/OK_000571.jpg,OK
