,names,urls,paths,GT,img_bw
24,OK_000024,https://assets.vogue.com/photos/5e5e9a1900d2e500090a9f78/master/pass/_FIO1053.jpg,../inputs/images/People_Yes_resized_640/OK_000100.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
25,OK_000025,https://assets.vogue.com/photos/5e5e9a32910c770008a11cdf/master/pass/_FIO1063.jpg,../inputs/images/People_Yes_resized_640/OK_000048.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
26,OK_000026,https://assets.vogue.com/photos/5e5e9aba42d25f000813b1e5/master/pass/_FIO1074.jpg,../inputs/images/People_Yes_resized_640/OK_000060.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
27,OK_000027,https://assets.vogue.com/photos/5e5e9a88b8b636000884c6db/master/pass/_FIO1083.jpg,../inputs/images/People_Yes_resized_640/OK_000074.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
28,OK_000028,https://assets.vogue.com/photos/5e5e9a41a173d70008c051d6/master/pass/_FIO1099.jpg,../inputs/images/People_Yes_resized_640/OK_000289.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
29,OK_000029,https://assets.vogue.com/photos/5e5e9a72a173d70008c051d8/master/pass/_FIO1114.jpg,../inputs/images/People_Yes_resized_640/OK_000538.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
30,OK_000030,https://assets.vogue.com/photos/5e5e9a37f78aa00008185cbb/master/pass/_FIO1125.jpg,../inputs/images/People_Yes_resized_640/OK_000262.jpg,OK,"[[ 56  40  27 ... 180 167 154]
 [ 81  59  38 ... 176 164 152]
 [112  87  61 ... 169 159 148]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
31,OK_000031,https://assets.vogue.com/photos/5e5e9a5c7db7540009e225f3/master/pass/_FIO1140.jpg,../inputs/images/People_Yes_resized_640/OK_000504.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
32,OK_000032,https://assets.vogue.com/photos/5e5e9a7e68562900080d5fb5/master/pass/_FIO1148.jpg,../inputs/images/People_Yes_resized_640/OK_000510.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
33,OK_000033,https://assets.vogue.com/photos/5e5e9ae1910c770008a11ce1/master/pass/_FIO1156.jpg,../inputs/images/People_Yes_resized_640/OK_000276.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
34,OK_000034,https://assets.vogue.com/photos/5e5e9a952911460008af431b/master/pass/_FIO1166.jpg,../inputs/images/People_Yes_resized_640/OK_000506.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
35,OK_000035,https://assets.vogue.com/photos/5e5e9b17252d27000921db7a/master/pass/_FIO1179.jpg,../inputs/images/People_Yes_resized_640/OK_000260.jpg,OK,"[[  0   0   0 ... 142 131 121]
 [  0   0   0 ... 128 118 108]
 [  0   0   0 ... 109 101  93]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
36,OK_000036,https://assets.vogue.com/photos/5e5e9aa5252d27000921db76/master/pass/_FIO1191.jpg,../inputs/images/People_Yes_resized_640/OK_000274.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
37,OK_000037,https://assets.vogue.com/photos/5e5e9ab026d43b0008af1fda/master/pass/_FIO1202.jpg,../inputs/images/People_Yes_resized_640/OK_000512.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
38,OK_000038,https://assets.vogue.com/photos/5e5e9ad6f78aa00008185cbf/master/pass/_FIO1210.jpg,../inputs/images/People_Yes_resized_640/OK_000248.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
39,OK_000039,https://assets.vogue.com/photos/5e5e9a9fa082af000849cb3e/master/pass/_FIO1218.jpg,../inputs/images/People_Yes_resized_640/OK_000062.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
40,OK_000040,https://assets.vogue.com/photos/5e5e9a8f6987b30008973cc4/master/pass/_FIO1232.jpg,../inputs/images/People_Yes_resized_640/OK_000076.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
41,OK_000041,https://assets.vogue.com/photos/5e5e9ab5438d4b0008d97601/master/pass/_FIO1243.jpg,../inputs/images/People_Yes_resized_640/OK_000089.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
42,OK_000042,https://assets.vogue.com/photos/5e5e9aca72d88b0008b7d819/master/pass/_FIO1255.jpg,../inputs/images/People_Yes_resized_640/OK_000116.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
43,OK_000043,https://assets.vogue.com/photos/5e5e9b1de8f16c0008b4c221/master/pass/_FIO1265.jpg,../inputs/images/People_Yes_resized_640/OK_000102.jpg,OK,"[[2 2 1 ... 0 0 0]
 [1 1 1 ... 0 0 0]
 [1 1 2 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
44,OK_000044,https://assets.vogue.com/photos/5e5e9b246987b30008973ccb/master/pass/_FIO1278.jpg,../inputs/images/People_Yes_resized_640/OK_000472.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
45,OK_000045,https://assets.vogue.com/photos/5e5e9afac667970009717f7d/master/pass/_FIO1286.jpg,../inputs/images/People_Yes_resized_640/OK_000314.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
46,OK_000046,https://assets.vogue.com/photos/5e5e9aeda407cc0008ac3490/master/pass/_FIO1300.jpg,../inputs/images/People_Yes_resized_640/OK_000300.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
47,OK_000047,https://assets.vogue.com/photos/5e5e9ad06987b30008973cc6/master/pass/_FIO1314.jpg,../inputs/images/People_Yes_resized_640/OK_000466.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
48,OK_000048,https://assets.vogue.com/photos/5e5e9af3997c8b0009f0f902/master/pass/_FIO1321.jpg,../inputs/images/People_Yes_resized_640/OK_000328.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
49,OK_000049,https://assets.vogue.com/photos/5e5e9b2a72d88b0008b7d81e/master/pass/_FIO1330.jpg,../inputs/images/People_Yes_resized_640/OK_000499.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
50,OK_000050,https://assets.vogue.com/photos/5e5e9a4cf78aa00008185cbd/master/pass/_FIO1337.jpg,../inputs/images/People_Yes_resized_640/OK_000498.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
51,OK_000051,https://assets.vogue.com/photos/5e5e9abf42d25f000813b1e7/master/pass/_FIO1348.jpg,../inputs/images/People_Yes_resized_640/OK_000329.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
52,OK_000052,https://assets.vogue.com/photos/5e5e9b376987b30008973ccd/master/pass/_FIO1358.jpg,../inputs/images/People_Yes_resized_640/OK_000301.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
53,OK_000053,https://assets.vogue.com/photos/5e5e63b49b64010008dfe65d/master/pass/_FIO0059.jpg,../inputs/images/People_Yes_resized_640/OK_000467.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
54,OK_000054,https://assets.vogue.com/photos/5e5e63f3e8f16c0008b4c1e3/master/pass/_FIO0071.jpg,../inputs/images/People_Yes_resized_640/OK_000473.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
55,OK_000055,https://assets.vogue.com/photos/5e5e63fa57f2e50008b00dbf/master/pass/_FIO0087.jpg,../inputs/images/People_Yes_resized_640/OK_000315.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
56,OK_000056,https://assets.vogue.com/photos/5e5e645500d2e500090a9f35/master/pass/_FIO0101.jpg,../inputs/images/People_Yes_resized_640/OK_000103.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
57,OK_000057,https://assets.vogue.com/photos/5e5e6460a2259500099c6176/master/pass/_FIO0109.jpg,../inputs/images/People_Yes_resized_640/OK_000117.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
58,OK_000058,https://assets.vogue.com/photos/5e5e647742d25f000813b198/master/pass/_FIO0118.jpg,../inputs/images/People_Yes_resized_640/OK_000088.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
59,OK_000059,https://assets.vogue.com/photos/5e5e646c9b64010008dfe65f/master/pass/_FIO0132.jpg,../inputs/images/People_Yes_resized_640/OK_000077.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
60,OK_000060,https://assets.vogue.com/photos/5e5e645af78aa00008185c7b/master/pass/_FIO0141.jpg,../inputs/images/People_Yes_resized_640/OK_000063.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
61,OK_000061,https://assets.vogue.com/photos/5e5e647257f2e50008b00dc1/master/pass/_FIO0153.jpg,../inputs/images/People_Yes_resized_640/OK_000249.jpg,OK,"[[  3   3   2 ... 166 160 154]
 [  2   2   2 ... 163 155 148]
 [  1   1   1 ... 163 153 144]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
62,OK_000062,https://assets.vogue.com/photos/5e5e6466e8f16c0008b4c1e5/master/pass/_FIO0162.jpg,../inputs/images/People_Yes_resized_640/OK_000275.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
63,OK_000063,https://assets.vogue.com/photos/5e5e64c2b8ef19000880e88f/master/pass/_FIO0176.jpg,../inputs/images/People_Yes_resized_640/OK_000513.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
64,OK_000064,https://assets.vogue.com/photos/5e5e64c8fbd34e000882db24/master/pass/_FIO0187.jpg,../inputs/images/People_Yes_resized_640/OK_000507.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
65,OK_000065,https://assets.vogue.com/photos/5e5e64d3784d2e000886cd0c/master/pass/_FIO0198.jpg,../inputs/images/People_Yes_resized_640/OK_000261.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
66,OK_000066,https://assets.vogue.com/photos/5e5e64e0fd37d00008adda90/master/pass/_FIO0214.jpg,../inputs/images/People_Yes_resized_640/OK_000259.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
67,OK_000067,https://assets.vogue.com/photos/5e5e64ce438d4b0008d975b1/master/pass/_FIO0225.jpg,../inputs/images/People_Yes_resized_640/OK_000265.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
68,OK_000068,https://assets.vogue.com/photos/5e5e64d9d2c91d0008192751/master/pass/_FIO0236.jpg,../inputs/images/People_Yes_resized_640/OK_000503.jpg,OK,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
